"Localization Key","English","Polish"
"PF2E.Actor.Party.InvalidCampaign.Message.mismatch","This party has campaign data of type {current}, but the configured type is {campaignType}. Do you want to delete existing campaign data?","Ta drużyna ma dane kampanii typu {current}, a skonfigurowany typ to {campaignType}. Czy chcesz usunąć obecne dane kampanii?"
"PF2E.Actor.Party.InvalidCampaign.Message.error","This party's campaign data ({current}) is corrupt and failed data preparation. Do you want to delete existing campaign data?","Dane kampanii tej drużyny ({current}) są uszkodzone i nie przeszły etapu przygotowania informacji. Czy chcesz usunąć obecne dane kampanii?"
"PF2E.Actor.Party.Languages","Party Languages","Języki Drużyny"
"PF2E.Actor.Party.MembersLabel","Members: ","Członkowie: "
"PF2E.Actor.Party.NoMembers","No Members","Brak Członków"
"PF2E.Actor.Party.NoSpecialSenses","No Special Senses","Brak Specjalnych Zmysłów"
"PF2E.Actor.Party.RemoveMember.Title","Remove Member","Usuń Członka"
"PF2E.Actor.Party.RemoveMember.Content","Remove member from party?","Usunąć człona drużyny?"
"PF2E.Actor.Party.Rest","Rest","Odpoczynek"
"PF2E.Actor.Party.Sidebar.ActivateParty","Activate Party","Aktywna Drużyna"
"PF2E.Actor.Party.Sidebar.CreateMember","Create New Member","Dodaj Nowego Członka"
"PF2E.Actor.Party.Sidebar.CreateParty","Create New Party","Stwórz Nową Drużynę"
"PF2E.Actor.Party.Sidebar.RemoveMember","Remove Member","Usuń Członka"
"PF2E.Actor.Party.Sidebar.OpenSheet","Open Sheet","Otwórz Kartę"
"PF2E.Actor.Party.Sidebar.OtherParties","Other Parties","Inne Drużyny"
"PF2E.Actor.Party.Skills","Party Skills","Umiejętności Drużyny"
"PF2E.Actor.Party.SlotAvailable","Slot Available","Dostępne Miejsce"
"PF2E.Actor.Party.Tabs.Overview","Overview","Podumowanie"
"PF2E.Actor.Party.Tabs.Exploration","Exploration","Eksploracja"
"PF2E.Actor.Party.Tabs.Orphaned","Orphaned Items","Osierocone Przedmioty"
"PF2E.Actor.Party.Tabs.Stash","Stash","Schowek"
"PF2E.Actor.Party.Total","Party Total","Suma Drużyny"
"PF2E.Actor.Party.TravelHeader","Party Travel and Hexploration","Podróż Drużyny i Heksploracja"
"PF2E.Actor.Party.Visibility.Restricted","Restricted","Ograniczona"
"PF2E.Actor.Party.Visibility.Unrestricted","Unrestricted","Nieograniczona"
"PF2E.Actor.Party.Wealth","Wealth","Majątek"
"PF2E.Actor.Plural","Actors","Aktorzy"
"PF2E.ActorSizeGargantuan","Gargantuan","Ogromny"
"PF2E.ActorSizeHuge","Huge","Wielki"
"PF2E.ActorSizeLarge","Large","Duży"
"PF2E.ActorSizeMedium","Medium","Średni"
"PF2E.ActorSizeSmall","Small","Mały"
"PF2E.ActorSizeTiny","Tiny","Malutki"
"PF2E.AddCoinsCombineStacksLabel","Combine Stacks","Połącz Grupy"
"PF2E.AddCoinsTitle","Add Coins","Dodaj Monety"
"PF2E.AddCombatProficiency.Message","Select a weapon group or base weapon","Wybierz grupę broń lub broń bazową"
"PF2E.AddCombatProficiency.Title","Add Combat Proficiency","Doda Biegłość Bojową"
"PF2E.AddModifierTitle","Add Modifier","Dodaj Modyfikator"
"PF2E.AddShortLabel","Add","Dodaj"
"PF2E.AddSpellTitle","Add Spell","Dodaj Zaklęcie"
"PF2E.AddSpellcastingEntryTitle","Add Spellcasting Entry","Dodaj Wpis o Rzucaniu Zaklęć"
"PF2E.AdditionalLanguagePlusInt","(plus Intelligence)","(plus Inteligencja)"
"PF2E.AdditionalSkills","Additional Skills","Dodatkowe Umiejętności"
"PF2E.Age","Age","Wiek"
"PF2E.Alignment","Alignment","Charakter"
"PF2E.AlignmentCE","Chaotic Evil","Chaotycznie Zły"
"PF2E.AlignmentCG","Chaotic Good","Chaotycznie Dobry"
"PF2E.AlignmentCN","Chaotic Neutral","Chaotycznie Neutralny"
"PF2E.AlignmentLE","Lawful Evil","Praworządnie Zły"
"PF2E.AlignmentLG","Lawful Good","Praworządnie Dobry"
"PF2E.AlignmentLN","Lawful Neutral","Praworządnie Neutralny"
"PF2E.AlignmentN","Neutral","Neutralny"
"PF2E.AlignmentNE","Neutral Evil","Neutralnie Zły"
"PF2E.AlignmentNG","Neutral Good","Neutralnie Dobry"
"PF2E.AllSavesLabel","All Saves","Wszystkie Rzuty Obronne"
"PF2E.AncestryFeatLevels","Ancestry Feat Levels","Poziomy Atutów Przodkowstwa"
"PF2E.AncestryFeatures","Ancestry Features","Atrybuty Przodkowstwa"
"PF2E.AncestryHP","Ancestry HP","PŻ z Przodkowstwa"
"PF2E.AreaLabel","Area","Obszar"
"PF2E.AreaSize10","10 Foot","10 Stóp"
"PF2E.AreaSize100","100 Foot","100 Stóp"
"PF2E.AreaSize1000","1000 Foot","1000 Stóp"
"PF2E.AreaSize120","120 Foot","120 Stóp"
"PF2E.AreaSize15","15 Foot","15 Stóp"
"PF2E.AreaSize1Mile","1 Mile","1 Mila"
"PF2E.AreaSize20","20 Foot","20 Stóp"
"PF2E.AreaSize25","25 Foot","25 Stóp"
"PF2E.AreaSize30","30 Foot","30 Stóp"
"PF2E.AreaSize360","360 Foot","360 Stóp"
"PF2E.AreaSize40","40 Foot","40 Stóp"
"PF2E.AreaSize45","45 Foot","45 Stóp"
"PF2E.AreaSize5","5 Foot","5 Stóp"
"PF2E.AreaSize50","50 Foot","50 Stóp"
"PF2E.AreaSize500","500 Foot","500 Stóp"
"PF2E.AreaSize60","60 Foot","60 Stóp"
"PF2E.AreaSize65","65 Foot","65 Stóp"
"PF2E.AreaSize75","75 Foot","75 Stóp"
"PF2E.AreaSize80","80 Foot","80 Stóp"
"PF2E.AreaSize90","90 Foot","90 Stóp"
"PF2E.AreaSizeQuarterMile","Quarter Mile","Ćwierć Mili"
"PF2E.AreaTypeBurst","Burst","Wybuch"
"PF2E.AreaTypeCone","Cone","Stożek"
"PF2E.AreaTypeCube","Cube","Sześcian"
"PF2E.AreaTypeEmanation","Emanation","Emanacja"
"PF2E.AreaTypeLine","Line","Linia"
"PF2E.AreaTypeSquare","Square","Kwadrat"
"PF2E.ArmorArmorLabel","AC Bonus","Premia KP"
"PF2E.ArmorArmorTypeLabel","Category","Kategoria"
"PF2E.ArmorBaseLabel","Base","Baza"
"PF2E.ArmorCheckLabel","Check Penalty","Kara do Testów"
"PF2E.ArmorCheckPenalty","Armor Check Penalty","Kara Pancerza do Testów"
"PF2E.ArmorClassBase","Base Armor Class 10","Podstawowa Klasa Pancerza 10"
"PF2E.ArmorClassLabel","Armor Class","Klasa Pancerza"
"PF2E.ArmorClassShortLabel","AC","KP"
"PF2E.ArmorDexLabel","Dex Modifier Cap","Ograniczenie Modyfikatora Zrc"
"PF2E.ArmorGreaterResilientRune","Greater Resilient","Większa Odporności"
"PF2E.ArmorGroupChain","Chain","Kolczy"
"PF2E.ArmorGroupCloth","Cloth","Płócienny"
"PF2E.ArmorGroupComposite","Composite","Kompozytowy"
"PF2E.ArmorGroupLabel","Group","Grupa"
"PF2E.ArmorGroupLeather","Leather","Skórzany"
"PF2E.ArmorGroupPlate","Plate","Płytowy"
"PF2E.ArmorGroupSkeletal","Skeletal","Szkieletowy"
"PF2E.ArmorGroupWood","Wood","Drewniany"
"PF2E.ArmorMajorResilientRune","Major Resilient","Główna Odporności"
"PF2E.ArmorPotencyRune1","Armor Potency (+1)","Potencji Pancerza (+1)"
"PF2E.ArmorPotencyRune2","Armor Potency (+2)","Potencji Pancerza (+2)"
"PF2E.ArmorPotencyRune3","Armor Potency (+3)","Potencji Pancerza (+3)"
"PF2E.ArmorPotencyRune4","Armor Potency (+4)","Potencji Pancerza (+4)"
"PF2E.ArmorPropertyRuneAcidResistant","Acid-Resistant","Odporności na Kwas"
"PF2E.ArmorPropertyRuneAdvancing","Advancing","Natarcia"
"PF2E.ArmorPropertyRuneAimAiding","Aim-Aiding","Ułatwionego Celowania"
"PF2E.ArmorPropertyRuneAntimagic","Antimagic","Antymagii"
"PF2E.ArmorPropertyRuneAssisting","Assisting","Wspomagania"
"PF2E.ArmorPropertyRuneBitter","Bitter","Goryczy"
"PF2E.ArmorPropertyRuneColdResistant","Cold-Resistant","Odporności na Zimno"
"PF2E.ArmorPropertyRuneDeathless","Deathless","Odpędzenia Śmierci"
"PF2E.ArmorPropertyRuneElectricityResistant","Electricity-Resistant","Odporności na Elektryczność"
"PF2E.ArmorPropertyRuneEnergyAdaptive","Energy Adaptive","Adaptacji do Energii"
"PF2E.ArmorPropertyRuneEthereal","Ethereal","Eteryczności"
"PF2E.ArmorPropertyRuneFireResistant","Fire-Resistant","Odporności na Ogień"
"PF2E.ArmorPropertyRuneFortification","Fortification","Fortyfikacji"
"PF2E.ArmorPropertyRuneGlamered","Glamered","Iluzoryczna"
"PF2E.ArmorPropertyRuneGliding","Gliding","Szybowania"
"PF2E.ArmorPropertyRuneGreaterAcidResistant","Greater Acid-Resistant","Większa Odporności na Kwas"
"PF2E.ArmorPropertyRuneGreaterAdvancing","Greater Advancing","Większa Natarcia"
"PF2E.ArmorPropertyRuneGreaterColdResistant","Greater Cold-Resistant","Większa Odporności na Zimno"
"PF2E.ArmorPropertyRuneGreaterDread","Greater Dread","Większa Grozy"
"PF2E.ArmorPropertyRuneGreaterElectricityResistant","Greater Electricity-Resistant","Większa Odporności na Elektryczność"
"PF2E.ArmorPropertyRuneGreaterFireResistant","Greater Fire-Resistant","Większa Odporności na Ogień"
"PF2E.ArmorPropertyRuneGreaterFortification","Greater Fortification","Większa Fortyfikacji"
"PF2E.ArmorPropertyRuneGreaterInvisibility","Greater Invisibility","Większa Niewidzialności"
"PF2E.ArmorPropertyRuneGreaterQuenching","Greater Quenching","Większa Wystudzania"
"PF2E.ArmorPropertyRuneGreaterReady","Greater Ready","Więcza Gotowości"
"PF2E.ArmorPropertyRuneGreaterShadow","Greater Shadow","Większa Cieni"
"PF2E.ArmorPropertyRuneGreaterSlick","Greater Slick","Większa Śliskości"
"PF2E.ArmorPropertyRuneGreaterStanching","Greater Stanching","Większa Krzepnięcia"
"PF2E.ArmorPropertyRuneGreaterSwallowSpike","Greater Swallow-Spike","Większa Karcących Kolców"
"PF2E.ArmorPropertyRuneGreaterWinged","Greater Winged","Większa Uskrzydlenia"
"PF2E.ArmorPropertyRuneImmovable","Immovable","Unieruchamiania"
"PF2E.ArmorPropertyRuneImplacable","Implacable","Nieuchwytności"
"PF2E.ArmorPropertyRuneInvisibility","Invisibility","Niewidzialności"
"PF2E.ArmorPropertyRuneLesserDread","Lesser Dread","Mniejsza Grozy"
"PF2E.ArmorPropertyRuneMagnetizing","Magnetizing","Magnetyzująca"
"PF2E.ArmorPropertyRuneMajorQuenching","Major Quenching","Główna Wystudzania"
"PF2E.ArmorPropertyRuneMajorShadow","Major Shadow","Główna Cieni"
"PF2E.ArmorPropertyRuneMajorSlick","Major Slick","Główna Śliskości"
"PF2E.ArmorPropertyRuneMajorStanching","Major Stanching","Główna Krzepnięcia"
"PF2E.ArmorPropertyRuneMajorSwallowSpike","Major Swallow-Spike","Główna Karcących Kolców"
"PF2E.ArmorPropertyRuneMalleable","Malleable","Plastyczności"
"PF2E.ArmorPropertyRuneMisleading","Misleading","Zwodniczości"
"PF2E.ArmorPropertyRuneModerateDread","Moderate Dread","Umiarkowanej Grozy"
"PF2E.ArmorPropertyRunePortable","Portable","Przenośności"
"PF2E.ArmorPropertyRuneQuenching","Quenching","Wystudzania"
"PF2E.ArmorPropertyRuneReady","Ready","Gotowości"
"PF2E.ArmorPropertyRuneRockBraced","Rock-Braced","Impregnacji Skałą"
"PF2E.ArmorPropertyRuneShadow","Shadow","Cieni"
"PF2E.ArmorPropertyRuneSinisterKnight","Sinister Knight","Złowrogiego Rycerza"
"PF2E.ArmorPropertyRuneSlick","Slick","Śliskości"
"PF2E.ArmorPropertyRuneSoaring","Soaring","Podniebna"
"PF2E.ArmorPropertyRuneStanching","Stanching","Tamowania"
"PF2E.ArmorPropertyRuneSwallowSpike","Swallow-Spike","Karcących Kolców"
"PF2E.ArmorPropertyRuneTrueQuenching","True Quenching","Prawdziwa Wystudzania"
"PF2E.ArmorPropertyRuneTrueStanching","True Stanching","Prawdziwego Krzepnięcia"
"PF2E.ArmorPropertyRuneWinged","Winged","Uskrzydlenia"
"PF2E.ArmorResilientRune","Resilient","Odporności"
"PF2E.ArmorSpeedLabel","Speed Penalty","Kara do Prędkości"
"PF2E.ArmorStrengthLabel","Strength Requirement","Wymóg Siły"
"PF2E.ArmorTypeHeavy","Heavy Armor","Pancerz Ciężki"
"PF2E.ArmorTypeLight","Light Armor","Pancerz Lekki"
"PF2E.ArmorTypeMedium","Medium Armor","Pancerz Średni"
"PF2E.ArmorTypeShield","Shield","Tarcza"
"PF2E.ArmorTypeUnarmored","Unarmored","Bez Pancerza"
"PF2E.AttackEffectConstrict","Constrict","Przyduszenie"
"PF2E.AttackEffectGrab","Grab","Chwycenie"
"PF2E.AttackEffectGreaterConstrict","Improved Constrict","Lepsze Przyduszenie"
"PF2E.AttackEffectImprovedGrab","Improved Grab","Lepsze Chwycenie"
"PF2E.AttackEffectImprovedKnockdown","Improved Knockdown","Lepsze Powalenie"
"PF2E.AttackEffectImprovedPush","Improved Push","Lepsze Odepchnięcie"
"PF2E.AttackEffectKnockdown","Knockdown","Powalenie"
"PF2E.AttackEffectPush","Push","Odepchnięcie"
"PF2E.AttackEffectTrip","Trip","Podcięcie"
"PF2E.AttackLabel","Attack","Atak"
"PF2E.AttitudeLabel","Attitude","Nastawienie"
"PF2E.Attitudes.Friendly","Friendly","Przyjazny"
"PF2E.Attitudes.Helpful","Helpful","Pomocny"
"PF2E.Attitudes.Hostile","Hostile","Wrogi"
"PF2E.Attitudes.Indifferent","Indifferent","Obojętny"
"PF2E.Attitudes.Unfriendly","Unfriendly","Nieprzyjazny"
"PF2E.AutomaticBonusProgression.attackPotency","Attack Potency","Potencja Ataku"
"PF2E.AutomaticBonusProgression.defensePotency","Defense Potency","Potencja Defensywy"
"PF2E.AutomaticBonusProgression.devastatingAttacks","Devastating Attacks","Niszczycielskie Ataki"
"PF2E.AutomaticBonusProgression.perceptionPotency","Perception Potency","Potencja Percepcji"
"PF2E.AutomaticBonusProgression.savePotency","Save Potency","Potencja Rzutów Obronnych"
"PF2E.Background","Background","Pochodzenie"
"PF2E.BackgroundSkillFeats","Skill Feats","Atuty Umiejętności"
"PF2E.BaseModifier","Base Modifier","Modyfikatory Bazowe"
"PF2E.BaseWeapons","Base Weapons","Bronie Bazowe"
"PF2E.BestiaryBrowserSearchHint","You can search for name or custom attributes. Possible searchable attributes are:<br> source, spellType, level, school, components, materials, target, range, time, duration, damage, damageType, save, concentration, ritual, ability and classes. <br>Example: 'fire, damage:d6' to show all spells that have fire in their name and a d6 in the damage","Możesz wyszukiwać po nazwie lub wybranych atrybutach. Dostępne do wyszukiwania atrybuty to:<br> source, spellType, level, school, components, materials, target, range, time, duration, damage, damageType, save, concentration, ritual, ability and classes. <br>Przykładowo: 'fire, damage:d6' pokazuje wszystkie zaklęcia z fire w nazwie i kością k6 w obrażeniach"
"PF2E.Biography","Biography","Biografia"
"PF2E.BiographyAllies","Allies","Sojusznicy"
"PF2E.BiographyAppearance","Appearance","Wygląd"
"PF2E.BiographyAttitude","Attitude","Zachowanie"
"PF2E.BiographyBackStory","Backstory","Historia"
"PF2E.BiographyBeliefs","Beliefs","Wartości"
"PF2E.BiographyBirthPlace","Birth Place","Miejsce Urodzenia"
"PF2E.BiographyCampaignNotes","Notes","Notatki"
"PF2E.BiographyCampaignNotesHeader","Campaign","Kampania"
"PF2E.BiographyCatchphrases","Catchphrases","Powiedzonka"
"PF2E.BiographyDislikes","Dislikes","Awersje"
"PF2E.BiographyEnemies","Enemies","Wrogowie"
"PF2E.BiographyLikes","Likes","Upodobania"
"PF2E.BiographyOrganizations","Organizations","Organizacje"
"PF2E.BiographyPersonalityHeader","Personality","Osobowość"
"PF2E.Bonus","Bonus","Premia"
"PF2E.BonusLabel.ability","Attribute Bonus","Premia z Cechy"
"PF2E.BonusLabel.circumstance","Circumstance Bonus","Premia Sytuacyjna"
"PF2E.BonusLabel.item","Item Bonus","Premia z Przedmiotu"
"PF2E.BonusLabel.proficiency","Proficiency Bonus","Premia z Biegłości"
"PF2E.BonusLabel.status","Status Bonus","Premia ze Statusu"
"PF2E.BonusLabel.untyped","Untyped Bonus","Premia bez Typu"
"PF2E.BonusSPLabel","Bonus SP","Dodatkowe PW"
"PF2E.BonusSPperLevel","Bonus SP per Level","Dodatkowe PW co Poziom"
"PF2E.BrowseLabel","Browse","Przeglądaj"
"PF2E.BrowserClearFilter","Clear Filter","Wyczyść Filtr"
"PF2E.BrowserClearFilters","Clear All Filters","Wyczyść Wszystkie Filtry"
"PF2E.BrowserFilterAlignments","Alignments","Charakter"
"PF2E.BrowserFilterAncestries","Ancestries","Przodkowstwo"
"PF2E.BrowserFilterArmorFilters","Armor Filters","Filtry Pancerza"
"PF2E.BrowserFilterCastingTime","Casting time","Czas Rzucania"
"PF2E.BrowserFilterCategory","Categories","Kategorie"
"PF2E.BrowserFilterClass","Classes","Klasy"
"PF2E.BrowserFilterComplexity","Hazard Complexities","Złożoność Zagrożeń"
"PF2E.BrowserFilterConjunction.AndLabel","All of above","Wszystkie z powyższych"
"PF2E.BrowserFilterConjunction.OrLabel","Any of above","Dowolne z powyższych"
"PF2E.BrowserFilterConsumable","Consumable Type","Rodzaj Przedmiotu Zużywalnego"
"PF2E.BrowserFilterInventoryTypes","Inventory Types","Rodzaje Wyposażenia"
"PF2E.BrowserFilterLevels","Levels","Pozimy"
"PF2E.BrowserFilterProficiencyRequirements","Proficiency Requirements","Wymagania Biegłości"
"PF2E.BrowserFilterRarities","Rarities","Rzadkość"
"PF2E.BrowserFilterSchools","Schools","Szkoły"
"PF2E.BrowserFilterSizes","Sizes","Rozmiar"
"PF2E.BrowserFilterSkills","Skills","Umiejętność"
"PF2E.BrowserFilterSource","Source","Źródło"
"PF2E.BrowserFilterSpellCategories","Categories","Kategorie"
"PF2E.BrowserFilterTraditions","Traditions","Tradycje"
"PF2E.BrowserFilterTraits","Traits","Cechy"
"PF2E.BrowserFilterWeaponFilters","Weapon Filters","Filtry Broni"
"PF2E.BrowserSearchPlaceholder","Search Text","Zapytanie Wyszukiwania"
"PF2E.BrowserSearchTitle","Right click for guide","PPM aby otworzyć przewodnik"
"PF2E.BrowserSettingsSaved","Settings have been saved","Zapisano ustawienia"
"PF2E.BrowserSortyByLabel","Sort by","Sortuj po"
"PF2E.BrowserSortyByLevelLabel","Level","Poziom"
"PF2E.BrowserSortyByNameLabel","Name","Nazwa"
"PF2E.BrowserSortyByPriceLabel","Price","Cena"
"PF2E.BrowserWarnPackNotLoaded","Compendium ""{pack}"" could not be loaded.","Nie udało się załadować kompendium ""{pack}""."
"PF2E.BulkCapacityLabel","Holds Bulk Amount","Pojemność w Naręczach"
"PF2E.BulkLabel","Carried Bulk","Naręcze Noszone"
"PF2E.BulkMaxLabel","Max Bulk","Maksymalne Naręcze"
"PF2E.BulkReductionLabel","Reduce Bulk By","Zmniejsz Naręcze o"
"PF2E.BulkShortLabel","Bulk","Naręcze"
"PF2E.BulkTypeLight","Light","Lekkie"
"PF2E.CapacityBarLabel","Capacity","Pojemność"
"PF2E.CarryType.dropped","Dropped","Upuszczono"
"PF2E.CarryType.held1","Held 1H","Chwycono Jednorącz"
"PF2E.CarryType.held2","Held 2H","Chwycono Oburącz"
"PF2E.CarryType.stowed","Stowed","Schowano"
"PF2E.CarryType.worn","Worn","Wyposażono"
"PF2E.CarryType.worn-in-slot","Worn (In Slot)","Wyposażono (W gnieździe)"
"PF2E.CastLabel","Cast","Rzuć"
"PF2E.CastingItemCreateDialog.10thLevelWand","10th level wands don't exist","Nie istnieją różdżki 10 kręgu"
"PF2E.CastingItemCreateDialog.cantripDeck5","Cantrip Deck (5-pack)","Talia ze Sztuczką (Pięciopak)"
"PF2E.CastingItemCreateDialog.itemTypeLabel","Item type: ","Typ Przedmiotu: "
"PF2E.CastingItemCreateDialog.label","Create a spellcasting item from the dropped spell","Utwórz przedmiot do rzucania zaklęć z upuszczonego zaklęcia"
"PF2E.CastingItemCreateDialog.scroll","Scroll","Zwój"
"PF2E.CastingItemCreateDialog.spellLevelLabel","Heightened Level: ","Wywyższony Krąg: "
"PF2E.CastingItemCreateDialog.submit","Create item","Utwórz przedmiot"
"PF2E.CastingItemCreateDialog.title","Create a spellcasting item","Utwórz przedmiot do rzucania zaklęć"
"PF2E.CastingItemCreateDialog.wand","Wand","Różdżka"
"PF2E.Category","Category","Kategoria"
"PF2E.CharacterDetails","Character Details","Szczegóły Postaci"
"PF2E.CharacterLevelLabel","Level","Poziom"
"PF2E.CharacterNamePlaceholder","Character Name","Imię Postaci"
